"causeid","cause.of.death","icd10","orig.coding"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R672","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R673","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R674","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R675","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R676","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R677","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R678","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R679","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R680","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R681","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R682","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R683","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R684","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R685","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R686","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R687","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R688","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R689","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R690","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R691","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R692","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R693","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R694","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R695","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R696","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R697","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R698","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R699","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R700","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R701","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R702","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R703","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R704","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R705","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R706","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R707","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R708","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R709","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R710","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R711","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R712","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R713","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R714","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R715","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R716","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R717","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R718","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R719","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R720","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R721","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R722","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R723","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R724","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R725","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R726","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R727","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R728","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R729","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R730","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R731","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R732","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R733","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R734","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R735","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R736","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R737","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R738","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R739","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R740","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R741","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R742","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R743","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R744","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R745","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R746","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R747","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R748","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R749","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R750","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R751","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R752","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R753","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R754","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R755","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R756","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R757","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R758","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R759","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R760","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R761","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R762","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R763","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R764","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R765","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R766","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R767","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R768","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R769","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R770","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R771","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R772","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R773","R00-R53,R55-R94,R96-R99"
112,"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R774","R00-R53,R55-R94,R96-R99"
