"causeid","cause.of.death","icd10","uploaded"
104,"Other and unspecified nontransport accidents and their sequelae","W23",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W24",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W25",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W26",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W27",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W28",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W29",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W30",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W31",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W35",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W36",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W37",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W38",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W39",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W40",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W41",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W42",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W43",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W44",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W45",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W46",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W47",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W48",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W49",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W50",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W51",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W52",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W53",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W54",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W55",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W56",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W57",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W58",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W59",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W60",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W61",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W62",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W63",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W64",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W75",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W76",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W77",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W78",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W79",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W80",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W81",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W82",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W83",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W84",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W85",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W86",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W87",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W88",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W89",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W90",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W91",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W92",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W93",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W94",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W95",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W96",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W97",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W98",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","W99",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","X10",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","X11",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","X12",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","X13",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","X14",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","X15",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","X16",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","X17",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","X18",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","X19",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","X20",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","X21",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","X22",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","X23",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","X24",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","X25",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","X26",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","X27",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","X28",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","X29",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","X30",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","X31",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","X32",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","X33",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","X34",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","X35",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","X36",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","X37",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","X38",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","X39",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","X50",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","X51",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","X52",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","X53",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","X54",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","X55",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","X56",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","X57",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","X58",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","X59",2022-02-02
104,"Other and unspecified nontransport accidents and their sequelae","Y86",2022-02-02
105,"Intentional self-harm (suicide) by discharge of firearms","X72",2022-02-02
105,"Intentional self-harm (suicide) by discharge of firearms","X73",2022-02-02
105,"Intentional self-harm (suicide) by discharge of firearms","X74",2022-02-02
106,"Intentional self-harm (suicide) by other and unspecified means and their sequelae","U03",2022-02-02
106,"Intentional self-harm (suicide) by other and unspecified means and their sequelae","X60",2022-02-02
106,"Intentional self-harm (suicide) by other and unspecified means and their sequelae","X61",2022-02-02
106,"Intentional self-harm (suicide) by other and unspecified means and their sequelae","X62",2022-02-02
106,"Intentional self-harm (suicide) by other and unspecified means and their sequelae","X63",2022-02-02
106,"Intentional self-harm (suicide) by other and unspecified means and their sequelae","X64",2022-02-02
106,"Intentional self-harm (suicide) by other and unspecified means and their sequelae","X65",2022-02-02
106,"Intentional self-harm (suicide) by other and unspecified means and their sequelae","X66",2022-02-02
106,"Intentional self-harm (suicide) by other and unspecified means and their sequelae","X67",2022-02-02
106,"Intentional self-harm (suicide) by other and unspecified means and their sequelae","X68",2022-02-02
106,"Intentional self-harm (suicide) by other and unspecified means and their sequelae","X69",2022-02-02
106,"Intentional self-harm (suicide) by other and unspecified means and their sequelae","X70",2022-02-02
106,"Intentional self-harm (suicide) by other and unspecified means and their sequelae","X71",2022-02-02
106,"Intentional self-harm (suicide) by other and unspecified means and their sequelae","X75",2022-02-02
106,"Intentional self-harm (suicide) by other and unspecified means and their sequelae","X76",2022-02-02
106,"Intentional self-harm (suicide) by other and unspecified means and their sequelae","X77",2022-02-02
106,"Intentional self-harm (suicide) by other and unspecified means and their sequelae","X78",2022-02-02
106,"Intentional self-harm (suicide) by other and unspecified means and their sequelae","X79",2022-02-02
106,"Intentional self-harm (suicide) by other and unspecified means and their sequelae","X80",2022-02-02
106,"Intentional self-harm (suicide) by other and unspecified means and their sequelae","X81",2022-02-02
106,"Intentional self-harm (suicide) by other and unspecified means and their sequelae","X82",2022-02-02
106,"Intentional self-harm (suicide) by other and unspecified means and their sequelae","X83",2022-02-02
106,"Intentional self-harm (suicide) by other and unspecified means and their sequelae","X84",2022-02-02
106,"Intentional self-harm (suicide) by other and unspecified means and their sequelae","Y870",2022-02-02
107,"Assault (homicide) by discharge of firearms","U014",2022-02-02
107,"Assault (homicide) by discharge of firearms","X93",2022-02-02
107,"Assault (homicide) by discharge of firearms","X94",2022-02-02
107,"Assault (homicide) by discharge of firearms","X95",2022-02-02
108,"Assault (homicide) by other and unspecified means and their sequelae","U010",2022-02-02
108,"Assault (homicide) by other and unspecified means and their sequelae","U011",2022-02-02
108,"Assault (homicide) by other and unspecified means and their sequelae","U012",2022-02-02
108,"Assault (homicide) by other and unspecified means and their sequelae","U013",2022-02-02
108,"Assault (homicide) by other and unspecified means and their sequelae","U015",2022-02-02
108,"Assault (homicide) by other and unspecified means and their sequelae","U016",2022-02-02
108,"Assault (homicide) by other and unspecified means and their sequelae","U017",2022-02-02
108,"Assault (homicide) by other and unspecified means and their sequelae","U018",2022-02-02
108,"Assault (homicide) by other and unspecified means and their sequelae","U019",2022-02-02
108,"Assault (homicide) by other and unspecified means and their sequelae","U02",2022-02-02
108,"Assault (homicide) by other and unspecified means and their sequelae","X85",2022-02-02
108,"Assault (homicide) by other and unspecified means and their sequelae","X86",2022-02-02
108,"Assault (homicide) by other and unspecified means and their sequelae","X87",2022-02-02
108,"Assault (homicide) by other and unspecified means and their sequelae","X88",2022-02-02
108,"Assault (homicide) by other and unspecified means and their sequelae","X89",2022-02-02
108,"Assault (homicide) by other and unspecified means and their sequelae","X90",2022-02-02
108,"Assault (homicide) by other and unspecified means and their sequelae","X91",2022-02-02
108,"Assault (homicide) by other and unspecified means and their sequelae","X92",2022-02-02
108,"Assault (homicide) by other and unspecified means and their sequelae","X96",2022-02-02
108,"Assault (homicide) by other and unspecified means and their sequelae","X97",2022-02-02
108,"Assault (homicide) by other and unspecified means and their sequelae","X98",2022-02-02
108,"Assault (homicide) by other and unspecified means and their sequelae","X99",2022-02-02
108,"Assault (homicide) by other and unspecified means and their sequelae","Y00",2022-02-02
108,"Assault (homicide) by other and unspecified means and their sequelae","Y01",2022-02-02
108,"Assault (homicide) by other and unspecified means and their sequelae","Y02",2022-02-02
108,"Assault (homicide) by other and unspecified means and their sequelae","Y03",2022-02-02
108,"Assault (homicide) by other and unspecified means and their sequelae","Y04",2022-02-02
108,"Assault (homicide) by other and unspecified means and their sequelae","Y05",2022-02-02
108,"Assault (homicide) by other and unspecified means and their sequelae","Y06",2022-02-02
108,"Assault (homicide) by other and unspecified means and their sequelae","Y07",2022-02-02
108,"Assault (homicide) by other and unspecified means and their sequelae","Y08",2022-02-02
