"group","code","major","minor","broad","detailed","title","major.title","minor.title","broad.title","detailed.title","notes","uploaded"
"Detailed","43-4181","43-0000","43-4000","43-4180","43-4181","Reservation and Transportation Ticket Agents and Travel Clerks","Office and Administrative Support Occupations","Information and Record Clerks","Reservation and Transportation Ticket Agents and Travel Clerks","Reservation and Transportation Ticket Agents and Travel Clerks",NA,2022-02-02
"Broad","43-4190","43-0000","43-4000","43-4190",NA,"Miscellaneous Information and Record Clerks","Office and Administrative Support Occupations","Information and Record Clerks","Miscellaneous Information and Record Clerks",NA,NA,2022-02-02
"Detailed","43-4199","43-0000","43-4000","43-4190","43-4199","Information and Record Clerks, All Other","Office and Administrative Support Occupations","Information and Record Clerks","Miscellaneous Information and Record Clerks","Information and Record Clerks, All Other",NA,2022-02-02
"Minor","43-5000","43-0000","43-5000",NA,NA,"Material Recording, Scheduling, Dispatching, and Distributing Workers","Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers",NA,NA,NA,2022-02-02
"Broad","43-5010","43-0000","43-5000","43-5010",NA,"Cargo and Freight Agents","Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Cargo and Freight Agents",NA,NA,2022-02-02
"Detailed","43-5011","43-0000","43-5000","43-5010","43-5011","Cargo and Freight Agents","Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Cargo and Freight Agents","Cargo and Freight Agents",NA,2022-02-02
"Broad","43-5020","43-0000","43-5000","43-5020",NA,"Couriers and Messengers","Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Couriers and Messengers",NA,NA,2022-02-02
"Detailed","43-5021","43-0000","43-5000","43-5020","43-5021","Couriers and Messengers","Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Couriers and Messengers","Couriers and Messengers",NA,2022-02-02
"Broad","43-5030","43-0000","43-5000","43-5030",NA,"Dispatchers","Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Dispatchers",NA,NA,2022-02-02
"Detailed","43-5031","43-0000","43-5000","43-5030","43-5031","Police, Fire, and Ambulance Dispatchers","Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Dispatchers","Police, Fire, and Ambulance Dispatchers",NA,2022-02-02
"Detailed","43-5032","43-0000","43-5000","43-5030","43-5032","Dispatchers, Except Police, Fire, and Ambulance","Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Dispatchers","Dispatchers, Except Police, Fire, and Ambulance",NA,2022-02-02
"Broad","43-5040","43-0000","43-5000","43-5040",NA,"Meter Readers, Utilities","Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Meter Readers, Utilities",NA,NA,2022-02-02
"Detailed","43-5041","43-0000","43-5000","43-5040","43-5041","Meter Readers, Utilities","Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Meter Readers, Utilities","Meter Readers, Utilities",NA,2022-02-02
"Broad","43-5050","43-0000","43-5000","43-5050",NA,"Postal Service Workers","Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Postal Service Workers",NA,NA,2022-02-02
"Detailed","43-5051","43-0000","43-5000","43-5050","43-5051","Postal Service Clerks","Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Postal Service Workers","Postal Service Clerks",NA,2022-02-02
"Detailed","43-5052","43-0000","43-5000","43-5050","43-5052","Postal Service Mail Carriers","Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Postal Service Workers","Postal Service Mail Carriers",NA,2022-02-02
"Detailed","43-5053","43-0000","43-5000","43-5050","43-5053","Postal Service Mail Sorters, Processors, and Processing Machine Operators","Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Postal Service Workers","Postal Service Mail Sorters, Processors, and Processing Machine Operators",NA,2022-02-02
"Broad","43-5060","43-0000","43-5000","43-5060",NA,"Production, Planning, and Expediting Clerks","Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Production, Planning, and Expediting Clerks",NA,NA,2022-02-02
"Detailed","43-5061","43-0000","43-5000","43-5060","43-5061","Production, Planning, and Expediting Clerks","Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Production, Planning, and Expediting Clerks","Production, Planning, and Expediting Clerks",NA,2022-02-02
"Broad","43-5070","43-0000","43-5000","43-5070",NA,"Shipping, Receiving, and Traffic Clerks","Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Shipping, Receiving, and Traffic Clerks",NA,NA,2022-02-02
"Detailed","43-5071","43-0000","43-5000","43-5070","43-5071","Shipping, Receiving, and Traffic Clerks","Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Shipping, Receiving, and Traffic Clerks","Shipping, Receiving, and Traffic Clerks",NA,2022-02-02
"Broad","43-5080","43-0000","43-5000","43-5080",NA,"Stock Clerks and Order Fillers","Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Stock Clerks and Order Fillers",NA,NA,2022-02-02
"Detailed","43-5081","43-0000","43-5000","43-5080","43-5081","Stock Clerks and Order Fillers","Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Stock Clerks and Order Fillers","Stock Clerks and Order Fillers",NA,2022-02-02
"Broad","43-5110","43-0000","43-5000","43-5110",NA,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping","Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Weighers, Measurers, Checkers, and Samplers, Recordkeeping",NA,NA,2022-02-02
"Detailed","43-5111","43-0000","43-5000","43-5110","43-5111","Weighers, Measurers, Checkers, and Samplers, Recordkeeping","Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Weighers, Measurers, Checkers, and Samplers, Recordkeeping","Weighers, Measurers, Checkers, and Samplers, Recordkeeping",NA,2022-02-02
"Minor","43-6000","43-0000","43-6000",NA,NA,"Secretaries and Administrative Assistants","Office and Administrative Support Occupations","Secretaries and Administrative Assistants",NA,NA,NA,2022-02-02
"Broad","43-6010","43-0000","43-6000","43-6010",NA,"Secretaries and Administrative Assistants","Office and Administrative Support Occupations","Secretaries and Administrative Assistants","Secretaries and Administrative Assistants",NA,NA,2022-02-02
"Detailed","43-6011","43-0000","43-6000","43-6010","43-6011","Executive Secretaries and Executive Administrative Assistants","Office and Administrative Support Occupations","Secretaries and Administrative Assistants","Secretaries and Administrative Assistants","Executive Secretaries and Executive Administrative Assistants",NA,2022-02-02
"Detailed","43-6012","43-0000","43-6000","43-6010","43-6012","Legal Secretaries","Office and Administrative Support Occupations","Secretaries and Administrative Assistants","Secretaries and Administrative Assistants","Legal Secretaries",NA,2022-02-02
"Detailed","43-6013","43-0000","43-6000","43-6010","43-6013","Medical Secretaries","Office and Administrative Support Occupations","Secretaries and Administrative Assistants","Secretaries and Administrative Assistants","Medical Secretaries",NA,2022-02-02
"Detailed","43-6014","43-0000","43-6000","43-6010","43-6014","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Office and Administrative Support Occupations","Secretaries and Administrative Assistants","Secretaries and Administrative Assistants","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",NA,2022-02-02
"Minor","43-9000","43-0000","43-9000",NA,NA,"Other Office and Administrative Support Workers","Office and Administrative Support Occupations","Other Office and Administrative Support Workers",NA,NA,NA,2022-02-02
"Broad","43-9010","43-0000","43-9000","43-9010",NA,"Computer Operators","Office and Administrative Support Occupations","Other Office and Administrative Support Workers","Computer Operators",NA,NA,2022-02-02
"Detailed","43-9011","43-0000","43-9000","43-9010","43-9011","Computer Operators","Office and Administrative Support Occupations","Other Office and Administrative Support Workers","Computer Operators","Computer Operators",NA,2022-02-02
"Broad","43-9020","43-0000","43-9000","43-9020",NA,"Data Entry and Information Processing Workers","Office and Administrative Support Occupations","Other Office and Administrative Support Workers","Data Entry and Information Processing Workers",NA,NA,2022-02-02
"Detailed","43-9021","43-0000","43-9000","43-9020","43-9021","Data Entry Keyers","Office and Administrative Support Occupations","Other Office and Administrative Support Workers","Data Entry and Information Processing Workers","Data Entry Keyers",NA,2022-02-02
"Detailed","43-9022","43-0000","43-9000","43-9020","43-9022","Word Processors and Typists","Office and Administrative Support Occupations","Other Office and Administrative Support Workers","Data Entry and Information Processing Workers","Word Processors and Typists",NA,2022-02-02
"Broad","43-9030","43-0000","43-9000","43-9030",NA,"Desktop Publishers","Office and Administrative Support Occupations","Other Office and Administrative Support Workers","Desktop Publishers",NA,NA,2022-02-02
"Detailed","43-9031","43-0000","43-9000","43-9030","43-9031","Desktop Publishers","Office and Administrative Support Occupations","Other Office and Administrative Support Workers","Desktop Publishers","Desktop Publishers",NA,2022-02-02
"Broad","43-9040","43-0000","43-9000","43-9040",NA,"Insurance Claims and Policy Processing Clerks","Office and Administrative Support Occupations","Other Office and Administrative Support Workers","Insurance Claims and Policy Processing Clerks",NA,NA,2022-02-02
"Detailed","43-9041","43-0000","43-9000","43-9040","43-9041","Insurance Claims and Policy Processing Clerks","Office and Administrative Support Occupations","Other Office and Administrative Support Workers","Insurance Claims and Policy Processing Clerks","Insurance Claims and Policy Processing Clerks",NA,2022-02-02
"Broad","43-9050","43-0000","43-9000","43-9050",NA,"Mail Clerks and Mail Machine Operators, Except Postal Service","Office and Administrative Support Occupations","Other Office and Administrative Support Workers","Mail Clerks and Mail Machine Operators, Except Postal Service",NA,NA,2022-02-02
"Detailed","43-9051","43-0000","43-9000","43-9050","43-9051","Mail Clerks and Mail Machine Operators, Except Postal Service","Office and Administrative Support Occupations","Other Office and Administrative Support Workers","Mail Clerks and Mail Machine Operators, Except Postal Service","Mail Clerks and Mail Machine Operators, Except Postal Service",NA,2022-02-02
"Broad","43-9060","43-0000","43-9000","43-9060",NA,"Office Clerks, General","Office and Administrative Support Occupations","Other Office and Administrative Support Workers","Office Clerks, General",NA,NA,2022-02-02
"Detailed","43-9061","43-0000","43-9000","43-9060","43-9061","Office Clerks, General","Office and Administrative Support Occupations","Other Office and Administrative Support Workers","Office Clerks, General","Office Clerks, General",NA,2022-02-02
"Broad","43-9070","43-0000","43-9000","43-9070",NA,"Office Machine Operators, Except Computer","Office and Administrative Support Occupations","Other Office and Administrative Support Workers","Office Machine Operators, Except Computer",NA,NA,2022-02-02
"Detailed","43-9071","43-0000","43-9000","43-9070","43-9071","Office Machine Operators, Except Computer","Office and Administrative Support Occupations","Other Office and Administrative Support Workers","Office Machine Operators, Except Computer","Office Machine Operators, Except Computer",NA,2022-02-02
"Broad","43-9080","43-0000","43-9000","43-9080",NA,"Proofreaders and Copy Markers","Office and Administrative Support Occupations","Other Office and Administrative Support Workers","Proofreaders and Copy Markers",NA,NA,2022-02-02
"Detailed","43-9081","43-0000","43-9000","43-9080","43-9081","Proofreaders and Copy Markers","Office and Administrative Support Occupations","Other Office and Administrative Support Workers","Proofreaders and Copy Markers","Proofreaders and Copy Markers",NA,2022-02-02
