"group","code","major","minor","broad","detailed","title","major.title","minor.title","broad.title","detailed.title","uploaded"
"Minor","47-2000","47-0000","47-2000",NA,NA,"Construction Trades Workers","Construction and Extraction Occupations","Construction Trades Workers",NA,NA,2022-02-02
"Broad","47-2010","47-0000","47-2000","47-2010",NA,"Boilermakers","Construction and Extraction Occupations","Construction Trades Workers","Boilermakers",NA,2022-02-02
"Detailed","47-2011","47-0000","47-2000","47-2010","47-2011","Boilermakers","Construction and Extraction Occupations","Construction Trades Workers","Boilermakers","Boilermakers",2022-02-02
"Broad","47-2020","47-0000","47-2000","47-2020",NA,"Brickmasons, Blockmasons, and Stonemasons","Construction and Extraction Occupations","Construction Trades Workers","Brickmasons, Blockmasons, and Stonemasons",NA,2022-02-02
"Detailed","47-2021","47-0000","47-2000","47-2020","47-2021","Brickmasons and Blockmasons","Construction and Extraction Occupations","Construction Trades Workers","Brickmasons, Blockmasons, and Stonemasons","Brickmasons and Blockmasons",2022-02-02
"Detailed","47-2022","47-0000","47-2000","47-2020","47-2022","Stonemasons","Construction and Extraction Occupations","Construction Trades Workers","Brickmasons, Blockmasons, and Stonemasons","Stonemasons",2022-02-02
"Broad","47-2030","47-0000","47-2000","47-2030",NA,"Carpenters","Construction and Extraction Occupations","Construction Trades Workers","Carpenters",NA,2022-02-02
"Detailed","47-2031","47-0000","47-2000","47-2030","47-2031","Carpenters","Construction and Extraction Occupations","Construction Trades Workers","Carpenters","Carpenters",2022-02-02
"Broad","47-2040","47-0000","47-2000","47-2040",NA,"Carpet, Floor, and Tile Installers and Finishers","Construction and Extraction Occupations","Construction Trades Workers","Carpet, Floor, and Tile Installers and Finishers",NA,2022-02-02
"Detailed","47-2041","47-0000","47-2000","47-2040","47-2041","Carpet Installers","Construction and Extraction Occupations","Construction Trades Workers","Carpet, Floor, and Tile Installers and Finishers","Carpet Installers",2022-02-02
"Detailed","47-2042","47-0000","47-2000","47-2040","47-2042","Floor Layers, Except Carpet, Wood, and Hard Tiles","Construction and Extraction Occupations","Construction Trades Workers","Carpet, Floor, and Tile Installers and Finishers","Floor Layers, Except Carpet, Wood, and Hard Tiles",2022-02-02
"Detailed","47-2043","47-0000","47-2000","47-2040","47-2043","Floor Sanders and Finishers","Construction and Extraction Occupations","Construction Trades Workers","Carpet, Floor, and Tile Installers and Finishers","Floor Sanders and Finishers",2022-02-02
"Detailed","47-2044","47-0000","47-2000","47-2040","47-2044","Tile and Stone Setters","Construction and Extraction Occupations","Construction Trades Workers","Carpet, Floor, and Tile Installers and Finishers","Tile and Stone Setters",2022-02-02
"Broad","47-2050","47-0000","47-2000","47-2050",NA,"Cement Masons, Concrete Finishers, and Terrazzo Workers","Construction and Extraction Occupations","Construction Trades Workers","Cement Masons, Concrete Finishers, and Terrazzo Workers",NA,2022-02-02
"Detailed","47-2051","47-0000","47-2000","47-2050","47-2051","Cement Masons and Concrete Finishers","Construction and Extraction Occupations","Construction Trades Workers","Cement Masons, Concrete Finishers, and Terrazzo Workers","Cement Masons and Concrete Finishers",2022-02-02
"Detailed","47-2053","47-0000","47-2000","47-2050","47-2053","Terrazzo Workers and Finishers","Construction and Extraction Occupations","Construction Trades Workers","Cement Masons, Concrete Finishers, and Terrazzo Workers","Terrazzo Workers and Finishers",2022-02-02
"Broad","47-2060","47-0000","47-2000","47-2060",NA,"Construction Laborers","Construction and Extraction Occupations","Construction Trades Workers","Construction Laborers",NA,2022-02-02
"Detailed","47-2061","47-0000","47-2000","47-2060","47-2061","Construction Laborers","Construction and Extraction Occupations","Construction Trades Workers","Construction Laborers","Construction Laborers",2022-02-02
"Broad","47-2070","47-0000","47-2000","47-2070",NA,"Construction Equipment Operators","Construction and Extraction Occupations","Construction Trades Workers","Construction Equipment Operators",NA,2022-02-02
"Detailed","47-2071","47-0000","47-2000","47-2070","47-2071","Paving, Surfacing, and Tamping Equipment Operators","Construction and Extraction Occupations","Construction Trades Workers","Construction Equipment Operators","Paving, Surfacing, and Tamping Equipment Operators",2022-02-02
"Detailed","47-2072","47-0000","47-2000","47-2070","47-2072","Pile Driver Operators","Construction and Extraction Occupations","Construction Trades Workers","Construction Equipment Operators","Pile Driver Operators",2022-02-02
"Detailed","47-2073","47-0000","47-2000","47-2070","47-2073","Operating Engineers and Other Construction Equipment Operators","Construction and Extraction Occupations","Construction Trades Workers","Construction Equipment Operators","Operating Engineers and Other Construction Equipment Operators",2022-02-02
"Broad","47-2080","47-0000","47-2000","47-2080",NA,"Drywall Installers, Ceiling Tile Installers, and Tapers","Construction and Extraction Occupations","Construction Trades Workers","Drywall Installers, Ceiling Tile Installers, and Tapers",NA,2022-02-02
"Detailed","47-2081","47-0000","47-2000","47-2080","47-2081","Drywall and Ceiling Tile Installers","Construction and Extraction Occupations","Construction Trades Workers","Drywall Installers, Ceiling Tile Installers, and Tapers","Drywall and Ceiling Tile Installers",2022-02-02
"Detailed","47-2082","47-0000","47-2000","47-2080","47-2082","Tapers","Construction and Extraction Occupations","Construction Trades Workers","Drywall Installers, Ceiling Tile Installers, and Tapers","Tapers",2022-02-02
"Broad","47-2110","47-0000","47-2000","47-2110",NA,"Electricians","Construction and Extraction Occupations","Construction Trades Workers","Electricians",NA,2022-02-02
"Detailed","47-2111","47-0000","47-2000","47-2110","47-2111","Electricians","Construction and Extraction Occupations","Construction Trades Workers","Electricians","Electricians",2022-02-02
"Broad","47-2120","47-0000","47-2000","47-2120",NA,"Glaziers","Construction and Extraction Occupations","Construction Trades Workers","Glaziers",NA,2022-02-02
"Detailed","47-2121","47-0000","47-2000","47-2120","47-2121","Glaziers","Construction and Extraction Occupations","Construction Trades Workers","Glaziers","Glaziers",2022-02-02
"Broad","47-2130","47-0000","47-2000","47-2130",NA,"Insulation Workers","Construction and Extraction Occupations","Construction Trades Workers","Insulation Workers",NA,2022-02-02
"Detailed","47-2131","47-0000","47-2000","47-2130","47-2131","Insulation Workers, Floor, Ceiling, and Wall","Construction and Extraction Occupations","Construction Trades Workers","Insulation Workers","Insulation Workers, Floor, Ceiling, and Wall",2022-02-02
"Detailed","47-2132","47-0000","47-2000","47-2130","47-2132","Insulation Workers, Mechanical","Construction and Extraction Occupations","Construction Trades Workers","Insulation Workers","Insulation Workers, Mechanical",2022-02-02
"Broad","47-2140","47-0000","47-2000","47-2140",NA,"Painters and Paperhangers","Construction and Extraction Occupations","Construction Trades Workers","Painters and Paperhangers",NA,2022-02-02
"Detailed","47-2141","47-0000","47-2000","47-2140","47-2141","Painters, Construction and Maintenance","Construction and Extraction Occupations","Construction Trades Workers","Painters and Paperhangers","Painters, Construction and Maintenance",2022-02-02
"Detailed","47-2142","47-0000","47-2000","47-2140","47-2142","Paperhangers","Construction and Extraction Occupations","Construction Trades Workers","Painters and Paperhangers","Paperhangers",2022-02-02
"Broad","47-2150","47-0000","47-2000","47-2150",NA,"Pipelayers, Plumbers, Pipefitters, and Steamfitters","Construction and Extraction Occupations","Construction Trades Workers","Pipelayers, Plumbers, Pipefitters, and Steamfitters",NA,2022-02-02
"Detailed","47-2151","47-0000","47-2000","47-2150","47-2151","Pipelayers","Construction and Extraction Occupations","Construction Trades Workers","Pipelayers, Plumbers, Pipefitters, and Steamfitters","Pipelayers",2022-02-02
"Detailed","47-2152","47-0000","47-2000","47-2150","47-2152","Plumbers, Pipefitters, and Steamfitters","Construction and Extraction Occupations","Construction Trades Workers","Pipelayers, Plumbers, Pipefitters, and Steamfitters","Plumbers, Pipefitters, and Steamfitters",2022-02-02
"Broad","47-2160","47-0000","47-2000","47-2160",NA,"Plasterers and Stucco Masons","Construction and Extraction Occupations","Construction Trades Workers","Plasterers and Stucco Masons",NA,2022-02-02
"Detailed","47-2161","47-0000","47-2000","47-2160","47-2161","Plasterers and Stucco Masons","Construction and Extraction Occupations","Construction Trades Workers","Plasterers and Stucco Masons","Plasterers and Stucco Masons",2022-02-02
"Broad","47-2170","47-0000","47-2000","47-2170",NA,"Reinforcing Iron and Rebar Workers","Construction and Extraction Occupations","Construction Trades Workers","Reinforcing Iron and Rebar Workers",NA,2022-02-02
"Detailed","47-2171","47-0000","47-2000","47-2170","47-2171","Reinforcing Iron and Rebar Workers","Construction and Extraction Occupations","Construction Trades Workers","Reinforcing Iron and Rebar Workers","Reinforcing Iron and Rebar Workers",2022-02-02
"Broad","47-2180","47-0000","47-2000","47-2180",NA,"Roofers","Construction and Extraction Occupations","Construction Trades Workers","Roofers",NA,2022-02-02
"Detailed","47-2181","47-0000","47-2000","47-2180","47-2181","Roofers","Construction and Extraction Occupations","Construction Trades Workers","Roofers","Roofers",2022-02-02
"Broad","47-2210","47-0000","47-2000","47-2210",NA,"Sheet Metal Workers","Construction and Extraction Occupations","Construction Trades Workers","Sheet Metal Workers",NA,2022-02-02
"Detailed","47-2211","47-0000","47-2000","47-2210","47-2211","Sheet Metal Workers","Construction and Extraction Occupations","Construction Trades Workers","Sheet Metal Workers","Sheet Metal Workers",2022-02-02
"Broad","47-2220","47-0000","47-2000","47-2220",NA,"Structural Iron and Steel Workers","Construction and Extraction Occupations","Construction Trades Workers","Structural Iron and Steel Workers",NA,2022-02-02
"Detailed","47-2221","47-0000","47-2000","47-2220","47-2221","Structural Iron and Steel Workers","Construction and Extraction Occupations","Construction Trades Workers","Structural Iron and Steel Workers","Structural Iron and Steel Workers",2022-02-02
"Broad","47-2230","47-0000","47-2000","47-2230",NA,"Solar Photovoltaic Installers","Construction and Extraction Occupations","Construction Trades Workers","Solar Photovoltaic Installers",NA,2022-02-02
"Detailed","47-2231","47-0000","47-2000","47-2230","47-2231","Solar Photovoltaic Installers","Construction and Extraction Occupations","Construction Trades Workers","Solar Photovoltaic Installers","Solar Photovoltaic Installers",2022-02-02
"Minor","47-3000","47-0000","47-3000",NA,NA,"Helpers, Construction Trades","Construction and Extraction Occupations","Helpers, Construction Trades",NA,NA,2022-02-02
"Broad","47-3010","47-0000","47-3000","47-3010",NA,"Helpers, Construction Trades","Construction and Extraction Occupations","Helpers, Construction Trades","Helpers, Construction Trades",NA,2022-02-02
"Detailed","47-3011","47-0000","47-3000","47-3010","47-3011","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","Construction and Extraction Occupations","Helpers, Construction Trades","Helpers, Construction Trades","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",2022-02-02
"Detailed","47-3012","47-0000","47-3000","47-3010","47-3012","Helpers--Carpenters","Construction and Extraction Occupations","Helpers, Construction Trades","Helpers, Construction Trades","Helpers--Carpenters",2022-02-02
